global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
1633.9797261141102	2.4826964415105977	6.1637816206893845	2669889.7453519427	2069.542008005512	4.416838001830911	4283004.122899487	19.508457934417677	1679.0322749082166	1.6615513542674307	2819149.3801834607	2.760752902867933	1763.479476116948	1305.0475806158945	1.102205	11.764828	0.0832546971050774	0.0461267924551308	0.109786549	-0.0742785325	0.0422701611	0.040718329	0.1015975018	-0.0398488985	0.0480536949	-0.0009027803	0.0401890629	0.0712231599	0.0650092484	-0.0704444171	0.0536292145	0.1443689655	0.0198950461	0.0740361219	-0.0038162217	-0.1457055053	-0.0978910735	-0.0984125148	0.0160467063	-0.0002280891	-0.0339551216	-0.0666726704	-0.1605922924	0.17220182	0.0581522731	0.0493147934	-0.0332344785	-0.0209227035	-0.0333030733	0.0579114159	0.1438651217	0.0193221119	0.1198069526	-0.1988900956	0.0324548693	0.060441368	-0.1341116443	0.0214250226	-0.0111508881	-0.0037165291	0.0627908252	0.1135952844	0.0799907923	-0.1231297045	0.1091298978	-0.0558551069	0.0231173703	-0.1350673219	-0.049192674	0.0640017193	0.1242761552	0.0091021048	0.0559330599	-0.0332489526	-0.0201105503	-0.1023265586	0.0419252975	0.123370875	0.099385693	-0.1549678328	0.0787068303	-0.0809764841	-0.1680400156	-0.0284161623	-0.1637729532	-0.094488184	-0.0047913462	0.0263801019	-0.0088475141	0.0410282028	-0.050985116	-0.1743177163	-0.0016988558	-0.0355410162	-0.1063085104	-0.0087824696	0.0837903121	-0.0836941242	-0.0563118155	0.0262021441	-0.1330269213	0.1386405666	-0.024959376	-0.0160745347	0.071868553	-0.0695467276	-0.0585813182	0.0374984256	0.0991882461	0.0221372814	-0.0653137397	-0.1220804792	0.0	0.0006895179974009	4.260993080199959e-06	4.754350687397475e-07	1.815606202951193e-11	0.0439562915495628	0.0296784119660316	0.0008808081368254	0.0019321555667901	0.0219453881247773	-0.0288233655551408	0.0004816000599471	0.0008307864019252	0.0001589717534312	0.0003409824152893	2.5272018388990245e-08	1.1626900753652465e-07	0.0002220198736615	2.861092869999721e-08	4.929282430066843e-08	8.185852410763238e-16	0.0002499823493494	0.0001539621455984	2.3704342277292688e-08	6.249117498624547e-08	0.0	0.0
1633.443921187714	-0.5358049263961675	0.2870869191504024	2668139.043665095	2073.252611729487	3.710603723975055	4298376.392043139	13.768579996377545	1678.6599807651864	-0.3722941430301034	2817899.331022576	0.1386029289345191	1763.40230596185	1313.1783006587084	1.076038	11.485517	0.1041740599080118	0.0610378737223237	0.0280170529	-0.0926438466	0.1384349869	0.0765733037	0.0915935079	-0.0722814909	-0.0615025303	-0.0611921763	0.1287605264	0.0949441659	-0.0705711619	-0.0699764222	-0.0580334258	-0.0009400833	0.0173661477	0.0404136609	0.0562264715	-0.1608709122	0.0437403037	0.0110779237	0.0308498108	-0.0852687128	-0.0493499122	-0.0237460875	-0.1254795656	0.0990549466	0.0989616404	-0.0604150123	0.0985823651	0.0192385228	-0.0388123649	0.0883942902	0.040294241	0.007670535	-0.1778462226	-0.0111634298	-0.0278212711	0.0262843907	-0.0650915781	-0.1191859222	-0.0215914784	-0.0360379689	0.1012374385	-0.0025099498	0.1132863623	-0.1158170376	0.0254860889	-0.0172448922	0.0023677686	-0.0567247317	0.0333219801	0.1652541635	-0.0217929881	0.0888871532	-0.1068649318	0.0367843584	0.2215058226	0.0241015816	0.0177471381	0.073069658	-0.0369517358	-0.1367683962	-0.0330509901	-0.0450738856	0.0171443738	-0.0120192666	-0.0499365026	-0.0808398183	-0.1314033927	0.023699502	-0.0227309224	0.0879243614	0.068037234	-0.0717846715	-0.0268039187	-0.0315680595	-0.0365313305	0.003106235	-0.1161107838	0.0058931037	-0.1835711252	-0.0796573033	-0.033405983	0.0378475347	-0.0354309509	0.1488726848	0.0172308387	-0.0438531833	0.021324736	-0.0820949711	0.0969501507	0.0153650827	-0.0739689949	-0.1259985909	0.0	0.0007398334369668	5.031543956590006e-05	5.473535144541081e-07	2.531643458709741e-09	0.0438791887039116	-7.71028456511974e-05	5.94484880751237e-09	0.0019253832013134	0.037827210165247	0.0158818220404696	0.0014308978288857	0.0002522322713251	-0.000824933247561	-0.0009839050009922	6.805148629315381e-07	9.68069050977461e-07	0.0004616193238782	0.0002395994502167	2.130924001777665e-07	5.74078965441449e-08	-0.0002898095910882	-0.0005397919404375	2.913753389613894e-07	8.398959908670969e-08	0.0	0.0
1632.1870557547295	-1.2568654329845683	1.579710716631487	2664034.5849732924	2075.086355478976	1.8337437494892583	4305983.38269502	3.362616138790924	1675.4592091144154	-3.200771650771003	2807163.5614063027	10.244939160379332	1760.4502633829345	1310.4656612587712	1.120029	11.955081	0.0533535007999094	0.029667241571851	-0.0975722643	0.0365889363	0.122752093	-0.0814981995	-0.0421217522	0.0317265361	-0.0392376713	-0.119496054	0.040916782	0.0139560225	-0.1026508401	-0.1421827994	-0.1033811925	-0.1142529004	0.1626350527	-0.0233994731	0.0110585039	-0.0652746043	-0.1327139126	0.0003393537	-0.0377319378	-0.0230776844	0.0236881063	-0.1516131606	-0.0534330275	0.1690475756	-0.0325669532	-0.0820947524	0.0408861436	-0.0948746839	-0.0264104871	-0.0380293837	-0.1217847591	0.0511013233	0.0033112354	-0.0204472777	0.0716644156	-0.0204610362	0.059261259	0.0121410041	-0.1221861057	0.0350213111	0.1649991015	0.0784078815	-0.0438078708	0.0370587062	-0.008730621	-0.0150021439	0.0926766128	-0.0940875527	-0.0652747296	-0.0907518186	0.2063573094	0.0514223	-0.0877312675	-0.0025046281	0.0925455632	0.0432821157	0.0211023083	-0.0097692158	0.0236805557	0.0059728362	0.0533524838	0.038878846	-0.0797110642	0.0886900602	-0.014334601	-0.1470412491	-0.0186228656	-0.05969095	-0.096791035	-0.0374572651	0.055011697	-0.07614895	0.0414254671	0.066289281	0.0380867062	0.0335883248	-0.1120451735	0.0557484	-0.0322486277	-0.1235726924	-0.0259312971	0.0848667973	0.1261938922	-0.0632728975	-0.0946352419	-0.0260939527	-0.0001999793	0.0699585964	0.0946444892	0.0085500587	-0.0821605138	-0.1285129588	0.0	0.0007534828935149	1.3649456548099907e-05	5.67736470819586e-07	1.8630766405846742e-10	0.0605772755636166	0.0166980868597049	0.0002788261047742	0.0036696063147103	0.0409109647092833	0.0030837545440363	0.0016737070334442	9.509542087864548e-06	-0.0004088915974123	0.0004160416501487	1.6719233843438246e-07	1.7309065465845333e-07	0.0004256040743166	-3.601524956159998e-05	1.8113882807489e-07	1.2970982009843276e-09	-0.0005089128901703	-0.0002191032990821	4.8006255668660175e-08	2.5899232978148784e-07	0.0	0.0
1632.1200803497766	-0.0669754049529274	0.0044857048686086	2663815.956680961	2066.4745106322603	-8.61184484671594	4270316.90309284	74.16387166390788	1676.3948714178723	0.9356623034568656	2810299.764916145	0.8754639461102077	1760.7348999870494	1312.3765039775362	1.140672	12.175418	0.1021854616630442	0.074674249448632	-0.0775730798	0.0857551143	-0.0881065183	-0.0811668935	0.061589314	0.0632496315	0.0805090749	0.0656146088	-0.1360836516	0.0669452711	0.0075524676	-0.0967118495	-0.0227017651	-0.0163287884	0.1119717484	-0.0319912632	0.0934581468	-0.0012797333	-0.006318714	-0.1433153235	-0.0621561619	0.1700664483	0.0117484735	-0.1041921979	0.0765549204	-0.0394533492	-0.0197697167	-0.0871628687	-0.0453264896	-0.07217008	0.0422611289	-0.1166073775	0.0153410312	-0.0190368428	-0.0442955103	0.0547894796	-0.0756891319	-0.033393999	0.2758564098	0.0162768773	-0.0863460971	0.0415835237	0.0537156266	-0.0723182053	-0.147296298	0.0434011704	0.0422270707	-0.1955331997	-0.0956121338	-0.0795768484	-0.0928135727	-0.0969589723	0.0026979598	0.0090457381	-0.0594096428	0.0257886217	-0.0197892465	0.1491667776	0.0629226638	0.0327184348	-0.0051404363	-0.043504512	0.0445009654	0.0635057857	0.1665662219	-0.0384155706	0.0411791939	-0.070970678	0.1407381256	0.0031189641	-0.1069524197	-0.0821198919	0.0807167548	-0.0555188038	-0.0307817196	0.0351144435	-0.0484062595	0.0960033547	7.63571e-05	0.0090331214	0.0717055101	0.0796239745	0.0323180808	0.0156217868	-0.117460667	0.0206783643	-0.1274606456	-0.0914430364	0.0963866242	-0.0119509561	0.0922728684	0.0017112041	-0.0898369411	-0.1295955703	0.0	0.0007215953858548	-3.188750766009991e-05	5.206999008869377e-07	1.0168131447729304e-09	0.0378019621551004	-0.0227753134085162	0.0005187149008561	0.0014289883427756	-0.0294158273604097	-0.070326792069693	0.0008652908992974	0.0049458576828138	-0.0003294116258429	7.94799715694e-05	1.0851201924046277e-07	6.317065880672631e-09	0.0003380860186288	-8.751805568780005e-05	1.143021559922733e-07	7.65941007137287e-09	-0.0005229442364566	-1.4031346286299945e-05	1.9687867860606318e-10	2.734706744431764e-07	0.0	0.0
1633.20169354472	1.0816131949434291	1.1698871034757328	2667347.7717973413	2065.147115817245	-1.3273948150153956	4264832.609968285	1.7619769949297563	1677.1269103025106	0.7320388846383139	2812754.6732608457	0.5358809286225067	1761.8949080962077	1301.0467847875648	1.159699	12.378508	0.0828812559932073	0.0654063967310884	0.0910058051	-0.0238048915	-0.1031463411	-0.1085221396	-0.0701211897	-0.0158590522	0.1110720469	0.0058045925	0.0682568571	0.0228834004	-0.0096491293	0.0201884759	0.0553605562	-0.1182723411	0.0394667441	0.0231484061	0.1253638673	0.0531497503	-0.0396359066	0.0313090135	-0.1061615704	-0.0667589469	-0.1223989244	-0.0713673257	-0.0157993752	-0.1432208036	-0.0455240649	0.1141215573	0.0277262291	0.0906672235	-0.0193652512	0.0590978744	-0.1019143958	-0.1608364944	0.2649025084	-0.0601903471	-0.0399830697	-0.0126153783	0.0742560089	-0.0709805746	-0.0372048682	0.0255638949	-0.0184309454	0.0123436806	-0.0835689319	-0.1418105179	-0.0189178869	-0.018241496	-0.0913842875	-0.0583544269	0.2112027551	-0.0422061664	0.0216096789	-0.0758666251	0.0654616514	-0.0469987621	-0.09727526	0.0516482453	0.1261748465	-0.0025682227	0.0860348165	0.0890921644	-0.0663754767	0.2324795506	0.0225074622	-0.1112959094	-0.1338951067	0.0348396909	0.0125118617	0.0660797934	-0.114072108	-0.0796487356	0.0143514194	-0.0421467579	-0.0104034838	0.0860579138	-0.0176925509	0.0483124863	0.0614699622	0.1121871742	-0.0968113622	-0.0651356303	-0.1043403109	-0.0324297159	0.0976462342	-0.0511750043	0.081875359	-0.0787987042	0.1015086213	-0.0088333743	0.0898369411	-0.0051324198	-0.0969501507	-0.1292343642	0.0	0.0007235370035658	1.941617710999959e-06	5.235057955289765e-07	3.7698793356687196e-12	0.0536243610418836	0.0158223988867832	0.0002503483065324	0.0028755720971502	0.0337158052439434	0.0631316326043531	0.0011367555232475	0.003985603035291	-0.0003889083981862	-5.9496772343299966e-05	1.512497421797559e-07	3.5398659192704636e-09	0.0003381054039921	1.9385363300000995e-08	1.1431526420866113e-07	3.757923102730255e-16	-0.0005419337364372	-1.898949998060007e-05	3.6060110951321006e-10	2.936921746887846e-07	0.0	0.0
1635.192907617731	1.9912140730109515	3.964933484556862	2673855.845123329	2073.519859753354	8.372743936109146	4299484.608791569	70.10284101965247	1679.5107174728062	2.3838071702955403	2820756.25010602	5.682536625152431	1764.3911754693447	1323.2138707223546	1.210026	12.915695	0.1694106957762456	0.0909084500486359	0.0046572714	-0.1247886701	0.0742380197	0.0692887721	0.0489058517	0.0461721135	-0.0374711231	-0.1271456355	-0.0083987018	-0.0359086449	0.0890321785	0.014113305	-0.0114935587	0.0135187018	-0.0737835792	0.1574114913	0.0267940969	-0.0050986207	-0.036056641	-0.1711797634	-0.0754157182	-0.05611733	-0.0108662913	-0.078420974	0.0236528171	0.0254287419	0.0444909408	0.1224760879	-0.1255692246	0.0623232579	-0.0002019501	0.1434818147	-0.0847104559	0.0098770112	-0.0391601066	-0.0870843199	-0.0139200545	-0.1650815181	-0.0297548139	-0.0053331552	0.0649382181	-0.1102938728	0.015334954	0.1019578494	-0.0474225127	-0.0704823709	0.0911646127	-0.0852134959	-0.0140968082	-0.1182985064	-0.025797083	0.0351180851	-0.1421672155	0.0092705021	0.0251742387	-0.1379808168	-0.0158619529	-0.1713309105	0.1119817049	-0.0429928932	0.1643791246	-0.0406995487	-0.031931009	0.0200203352	0.077681925	0.1346895312	-0.1509736345	-0.0617098501	0.0663998118	-0.0714252299	0.068865906	0.0878160913	0.151462686	0.0171451837	-0.1270620578	0.0011480246	-0.0597699046	0.0923816157	-0.002688518	-0.0435391332	-0.0904760977	-0.0061539831	0.0131004087	-0.0451377601	0.0146622067	0.0620401168	0.028797817	0.037147611	0.161744313	-0.122741192	0.087338405	-0.0119617388	-0.1034555476	-0.1274333647	0.0	-0.0313594894851547	-0.0320830264887204	0.0009834175807695	0.0010293205886759	0.0965887407458154	0.0429643797039318	0.0018459379233436	0.0093293848388623	-0.0387001974283549	-0.0724160026722983	0.0014977052809936	0.0052440774430343	-0.0003539289667658	3.497943142039998e-05	1.2526571351590677e-07	1.223560622494465e-09	0.000490050772633	0.0001519453686409	2.401497597582003e-07	2.3087395051419013e-08	-0.0002899127982726	0.0002520209381646	6.351455327336517e-08	8.404943060224926e-08	0.0	0.0
1633.392263469406	-1.8006441483248636	3.2423193488965736	2667970.2863617097	2067.969127714946	-5.550732038408114	4276496.313182115	30.810626162210298	1677.3002963945492	-2.210421078257013	2813336.284285242	4.885961343202898	1762.1116634418895	1312.6971057906574	1.178953	12.584022	0.1428755796468922	0.0769306838643942	-0.0863450074	0.0205590108	0.0206375143	-0.0634687035	-0.0909809058	-0.0219200744	-0.0344534399	0.1005988386	-0.159628927	0.082933426	-0.0095230651	0.1677111493	0.0140211212	-0.1763549307	0.0259991225	0.0131337828	0.0789253074	-0.0199144256	0.0282625984	-0.068234563	0.0579151927	0.0144264219	0.0134225879	0.1287980648	-0.0694656793	-0.0101785613	-0.0633852322	0.16209785	-0.0690677011	-0.0700156938	0.0718952054	0.0188942341	0.0531808049	-0.2375827358	-0.1015773353	0.0332198603	0.0747064048	0.0329581686	-0.0876976051	-0.0236579449	-0.0165560969	-0.0065644267	0.0288523643	-0.0822929443	-0.0214481628	-0.0452320431	0.0713257421	-0.0796707378	-0.0378078948	0.0384647361	-0.0009893859	0.0330583354	-0.0126486195	-0.1511547786	-0.0322300198	-0.0348815649	-0.0552354721	-0.0016064448	0.1504840156	-0.0349941493	-0.1667246185	0.0559428543	-0.0598350226	-0.1445626109	-0.0263960144	0.0717207607	0.0299052316	-0.038446376	0.0062703383	-0.0383102529	0.0118935464	-0.0505894628	0.0534737603	0.1231609916	0.0246437104	0.0790044387	-0.1182143658	-0.0351489017	-0.077729706	0.1519583818	8.0921e-05	0.0479661261	0.0968731472	-0.0100380179	0.0878856152	0.0619648433	0.1636167469	0.043748582	0.0338128415	-0.0078796182	0.0847790013	-0.0187577183	-0.1093123473	-0.1242126365	0.0	-0.014385642432785	0.0169738470523697	0.0002069467082039	0.0002881114837572	0.0434584120043837	-0.0531303287414317	0.0028228318321726	0.0018886335739427	0.0139184146228359	0.0526186120511908	0.0001937222656131	0.0027687183341937	-0.0002149320711653	0.0001389968956005	4.6195795215405584e-08	1.9320136986576296e-08	0.0003380427054358	-0.0001520080671972	1.1427287069835505e-07	2.310645249302848e-08	-0.0004019636715129	-0.0001120508732402	1.2555398193913776e-08	1.6157479321613057e-07	0.0	0.0
1634.8443959014685	1.452132432062399	2.108688600247458	2672716.198810437	2073.965462090457	5.996334375511196	4301332.737944083	35.95602594293725	1679.1756634095009	1.8753670149517347	2819630.908586737	3.51700144076898	1763.715921418154	1320.142481328898	1.191186	12.714597	0.0369955598503951	0.0226804365937906	0.0421895145	-0.0332465004	-0.1271729745	0.0714088951	-0.1138586069	-0.0291766965	-0.0111506481	0.1115925251	0.1223138303	0.0604036318	-0.0086656917	0.0145844105	0.0528487722	0.0210642835	-0.0275655191	-0.091040832	-0.0254737	0.0892863798	-0.023497156	-0.0348510448	-0.0058187732	-0.2091577029	0.0265707444	-0.0140379473	0.161450816	0.0411610668	-0.13431353	0.0100205151	0.0077141225	0.1625271858	-0.0325353882	0.1204298241	0.0479936344	-0.0466989691	-0.1710834174	-0.0137536064	-0.0631412762	0.0222453312	0.0375171994	-0.1133599644	0.0019593943	0.0180564267	-0.0802315836	-0.0481276555	0.0254749133	-0.1233475681	-0.1032175538	-0.0008590019	0.0972498841	0.046135627	0.0336723621	-0.1739618223	-0.0181369041	0.0219924997	0.0407899227	-0.1009033882	0.0521383686	-0.1060704436	-0.0701921144	-0.0198944836	-0.0889601556	-0.0916512657	-0.2079627778	0.0047470831	0.0004817796	0.078222548	-0.0631559788	0.0877819227	-0.0402810105	0.0794578959	0.0199278024	-0.1118607905	-0.0069112749	0.0978205254	-0.0589521764	0.10326843	-0.0214641519	-0.0160689692	0.0132967357	0.0591505169	0.0087174994	0.0172655136	-0.1673702949	-0.0135963145	-0.0044865456	0.0338507293	0.0863085258	0.0073922988	0.0207343129	0.0740056404	0.0821605138	-0.0255014167	-0.1144838316	-0.1196080616	0.0	-0.0143250145599864	6.0627872798599616e-05	0.0002052060421438	3.6757389600831758e-09	0.0256396670025509	-0.0178187450018327	0.0003175076734403	0.0006573925240016	0.0265349919227446	0.0126165772999087	0.0007041057963401	0.0001591780227645	-0.0001969509926881	1.79810784772e-05	3.878969352082802e-08	3.2331918320322507e-10	0.0003380285501772	-1.4155258599979608e-08	1.1426330073489985e-07	2.0037134603229662e-16	-0.0002899667117316	0.0001119969597813	1.2543319000254132e-08	8.40806939124368e-08	0.0	0.0
1632.238594344209	-2.605801557259383	6.790201755815426	2664202.82886676	2072.733624363445	-1.2318377270121346	4296224.677566823	1.5174241856904225	1676.715960455651	-2.4597029538499555	2811376.412046716	6.0501386211781965	1762.0982546721775	1300.1680587267783	0.959803	10.244837	0.0697171270887263	0.0529425512766978	0.1213302271	-0.0725325262	-0.021176509	0.0414673935	-0.0552166447	-0.0599024032	-0.0205288521	0.06750117	0.0430290146	0.0516556198	0.0197454231	0.1636925189	-0.0282924847	0.0949204837	0.0246531265	0.0068977809	-0.1239035003	0.053621672	0.068559815	-0.249185591	-0.0393087504	-0.0642637144	0.0832383788	0.0561967375	-0.0099117861	0.0678736826	0.0641931179	0.062869093	-0.0707857071	0.0464809787	0.1335797551	-0.052027995	0.0753887354	-0.009460295	-0.0888028489	0.1466258602	0.0642443181	-0.0009957924	0.0704984756	0.0505426814	-0.0370849801	-0.0315079707	-0.1144284545	-0.0324409992	0.0495963047	-0.0277775089	-0.0699897644	-0.1327562214	0.0700257531	-0.0646444666	-0.1187517427	0.0464515413	-0.0762652035	0.0422756928	-0.0205276594	0.0172153483	-0.082040006	-0.0269353184	-0.0428357776	-0.1633665086	-0.1423853557	-0.0991054942	-0.0080458239	-0.1391438065	0.0749834252	0.2210017622	-0.1314064094	0.0730746959	-0.1267257059	0.0335038997	-0.0214697961	-0.0350899009	0.0680278916	0.144786574	-0.043891032	0.0856127874	-0.0351438633	0.0251209291	-0.0640864145	0.1070055025	-0.0102591249	0.0131243864	-0.0920543856	0.042098476	-0.0005181744	0.1219121202	0.0967049241	-0.0226551591	-0.0978028646	0.1406930423	0.0794847672	-0.032174038	-0.1189375786	-0.1136709395	0.0	-0.0143177840117942	7.230548192200398e-06	0.0002049989390083	5.228082715973244e-11	0.0760300207325741	0.0503903537300232	0.0025391877490368	0.0057805640525956	0.0426034891140005	0.0160684971912558	0.0018150572846867	0.0002581966019853	-0.0002619510004356	-6.500000774749997e-05	6.861832662921169e-08	4.225001007175056e-09	0.0003380379750668	9.424889599990958e-09	1.1426967258726249e-07	8.882854397201771e-17	-0.0002899552319836	1.1479747999963189e-08	1.317846141426588e-16	8.407403655466331e-08	0.0	0.0
1634.1378320357692	1.8992376915600744	3.60710380904244	2670406.454090564	2071.9639416439995	-0.7696827194454272	4293034.575472939	0.5924114886129083	1678.5358528757697	1.8198924201187765	2817482.6093893875	3.3120084208057774	1762.7776419140323	1304.084178276504	1.093364	11.670455	0.1322023182914913	0.102181485781865	0.1212397345	-0.0670192233	0.0132760055	-0.0213195855	0.079411924	-0.0412599118	0.0601977231	0.0555991674	0.1449945105	0.1264809656	-0.0652317859	-0.0075436261	-0.0216198594	0.0072857931	-0.0414170067	-0.1658848718	-0.084023205	-0.031005095	-0.0871553771	0.1117362488	-0.0179430978	-0.1009299815	-0.0190682344	0.0808978307	0.0053182192	0.2603091494	-0.1104175837	0.1036748845	0.1646430276	-0.055626532	0.001618194	0.0362978634	-0.0601211069	-0.0614526591	0.0872536115	-0.1090059815	0.0530765739	-0.0700038551	0.0869610755	0.0427787412	0.0228492221	0.1336025077	-0.031487944	0.0978702745	0.1458880074	-0.1052571537	-0.0672632948	0.0441924294	-0.0085006398	0.1554435963	-0.01601666	-0.1645815674	0.221521862	0.0435199317	0.0127038535	-0.031862938	0.0385924197	-0.0058701895	0.1160916245	0.0586681809	-0.0118844517	-0.0356421086	-0.070078517	0.0217110999	-0.0061601596	0.0576610309	-0.0625808441	0.0240685705	-0.1536879122	0.0171979209	0.0992584857	-0.0847853734	-0.0794607857	-0.0652445129	-0.08229224	-0.0383061824	0.0735368647	0.125722895	0.1536886923	-0.0729349826	-0.0224595008	-0.0029803927	-0.12160134	0.0605550942	0.0528348065	-0.0490832769	0.1161862873	-0.0081412022	0.0302908866	0.1758878174	0.0767536265	-0.0387569845	-0.1226456664	-0.1064674152	0.0	-0.0371598581441219	-0.0228420741323277	0.0013808550572912	0.0005217603506667	-0.0231378721343133	-0.0991678928668874	0.0098342709756584	0.0005353611269038	0.0379628555938893	-0.0046406335201111	0.0014411784048424	2.1535479467979625e-05	-0.0003729509965528	-0.0001109999961172	1.3909244582972665e-07	1.2320999138018425e-08	0.0003380540701225	1.6095055699999992e-08	1.1428055432638814e-07	2.5905081798610224e-16	-0.0002899369677132	1.8264270400009282e-08	3.335835732446552e-16	8.40634452467252e-08	0.0	0.0
1637.2779101628726	3.1400781271033797	9.860090644313066	2680678.955107304	2072.5154310296343	0.5514893856347953	4295320.211855951	0.304140542467844	1679.7396988666617	1.2038459908919776	2821525.4559486634	1.4492451697866875	1763.999782141669	1313.498270925868	1.026341	10.955059	0.1424633408204864	0.08466119536515	0.0537466211	-0.0995541295	0.0457725762	-0.0264539211	0.1220925692	0.0500525259	0.066020984	-0.0391167516	0.1317194558	0.0335294293	0.0945602293	-0.0099170943	0.1688322096	-0.0267597044	-0.1227068248	-0.0027737657	-0.0185063844	-0.0970771589	-0.0274761858	0.0929175962	0.017029414	-0.0114542335	-0.1760786088	0.0612967376	-0.0331184041	-0.0185800542	0.0401342878	-0.0424366839	0.1885981158	0.0291103672	0.0861229419	-0.1164020053	0.0991151731	-0.0019076569	0.0696485691	0.0721076961	-0.0148599653	0.0205650785	0.004003755	0.0487130809	0.105864067	-0.0055904017	-0.0439984595	0.0566883745	0.1057933258	-0.0540279368	0.0832603279	-0.0085735757	-0.0498409883	0.0680861376	0.1041256633	-0.0198677397	0.1150874835	-0.0234617904	0.0515333703	0.0418069094	0.0820970821	0.2499148847	-0.0922109397	0.1420441089	-0.0061083033	0.0465525513	0.1005207221	-0.0196135101	-0.0240456161	-0.0604966281	-0.1027464314	-0.020576378	0.0204632117	-0.0245061183	0.1471104151	-0.0255514389	-0.0673937022	-0.0224477806	-0.1660456493	-0.0529449359	0.0423818673	0.082943168	0.1897603387	-0.0876879159	-0.0771743101	-0.0233378888	-0.0240583084	0.0330126978	-0.0527694459	-0.0137266075	-0.0304554124	-0.0542338389	-0.0662152774	0.1365359036	0.0739689949	-0.0452319084	-0.1255848477	-0.0980777428	0.0	-0.0308589651702817	0.0063008929738401	0.0009522757313806	3.9701252267788776e-05	0.0088411564954355	0.0319790286297488	0.0010226582721022	7.816604817678131e-05	-0.0305109252537931	-0.0684737808476824	0.0009309165598425	0.0046886586635764	0.0002880413388332	0.000660992335386	8.296781287682234e-08	4.3691086743903833e-07	0.0002849577248977	-5.309634522480001e-05	8.120090497887326e-08	2.819221876231142e-09	-0.0002900410544867	-1.040867734999635e-07	1.0834056417632702e-14	8.412381328775688e-08	0.0	0.0
